299.345.630;PUC9472
506.340.840;PUC1451
429.020.554;PUC2242
165.935.586;PUC1266
089.152.189;PUC5538
335.698.257;PUC4130
026.350.099;PUC8493
289.595.175;PUC7059
642.263.461;PUC8260
830.782.357;PUC2753
842.146.460;PUC6580
124.533.056;PUC4204
512.030.008;PUC5842
560.258.425;PUC5653
839.093.652;PUC7505
511.150.593;PUC3857
178.428.033;PUC3851
988.110.374;PUC3373
583.678.038;PUC9035
773.726.169;PUC2286
344.490.986;PUC9019
206.476.324;PUC4016
124.701.454;PUC5488
587.312.307;PUC6581
849.189.417;PUC2124
123.362.128;PUC6387
036.652.259;PUC9812
134.058.044;PUC7057
468.483.326;PUC3735
863.927.847;PUC3886
870.902.285;PUC7591
633.333.726;PUC8390
635.951.411;PUC8077
551.090.370;PUC4204
808.843.865;PUC9632
586.157.627;PUC9961
121.607.490;PUC1784
881.812.214;PUC4709
770.606.090;PUC1216
954.658.949;PUC8279
465.671.086;PUC8948
609.043.381;PUC2654
632.093.132;PUC3851
630.403.044;PUC2077
579.087.606;PUC4728
374.337.362;PUC3922
349.998.073;PUC8968
038.681.666;PUC8673
989.573.381;PUC1524
056.935.635;PUC1165
325.312.241;PUC5135
004.936.161;PUC9031
043.697.738;PUC5432
817.269.546;PUC4502
294.909.731;PUC5622
574.856.198;PUC5598
000.029.680;PUC6126
861.000.962;PUC9748
951.486.634;PUC9251
915.209.737;PUC2134
325.312.241;PUC9523
066.659.957;PUC8130
667.918.766;PUC5933
466.019.738;PUC6405
940.461.082;PUC7521
745.144.541;PUC2733
246.757.535;PUC7214
409.931.298;PUC3565
089.319.592;PUC6802
057.065.276;PUC7278
305.229.421;PUC6624
250.737.172;PUC9544
150.653.886;PUC6307
883.776.100;PUC2454
410.658.911;PUC1914
040.856.008;PUC1522
841.908.293;PUC2243
268.255.156;PUC4183
820.592.413;PUC2809
712.946.305;PUC5686
861.000.962;PUC2157
102.109.639;PUC2417
326.923.290;PUC4618
948.739.727;PUC6832
372.030.820;PUC3541
394.984.578;PUC1312
635.951.411;PUC1774
442.253.188;PUC9912
645.323.935;PUC3426
117.899.977;PUC2758
840.329.425;PUC1641
240.152.761;PUC7019
641.631.982;PUC8226
276.000.614;PUC5023
588.557.028;PUC2896
327.295.501;PUC1613
860.953.617;PUC7626
463.296.255;PUC5937
882.444.415;PUC7336
393.722.920;PUC3657
066.648.646;PUC1851
810.440.245;PUC3662
630.298.630;PUC5360
507.774.886;PUC1851
756.926.052;PUC4293
943.309.266;PUC8713
198.299.847;PUC9687
830.482.393;PUC3130
518.488.967;PUC9741
677.297.302;PUC4991
875.370.912;PUC2417
575.204.602;PUC2574
797.569.275;PUC9696
089.152.189;PUC6453
515.718.846;PUC4426
606.227.013;PUC8106
814.410.427;PUC2915
635.951.411;PUC9610
755.098.438;PUC4896
935.171.124;PUC7704
488.369.066;PUC2480
189.271.987;PUC4583
810.732.359;PUC3480
206.498.567;PUC6859
627.705.818;PUC8272
985.637.570;PUC9909
686.348.515;PUC4936
094.790.330;PUC5606
599.060.136;PUC1493
147.560.855;PUC3723
006.265.659;PUC9046
170.839.646;PUC6459
144.077.710;PUC9929
405.157.191;PUC7240
014.695.590;PUC7601
831.558.668;PUC2820
508.879.193;PUC8922
883.866.360;PUC4716
124.701.454;PUC8755
711.331.310;PUC9731
039.662.212;PUC4405
696.311.120;PUC9302
367.326.629;PUC4254
875.563.786;PUC1872
829.175.056;PUC4865
495.676.568;PUC8363
512.030.008;PUC1968
234.916.803;PUC4957
851.274.544;PUC2293
974.047.477;PUC8682
270.549.879;PUC1497
134.058.044;PUC2493
694.984.513;PUC5674
316.666.854;PUC1610
548.722.165;PUC2896
246.757.535;PUC2339
037.751.820;PUC7243
337.368.566;PUC8135
998.006.249;PUC2803
219.714.345;PUC4962
334.226.891;PUC4216
236.280.063;PUC6368
563.157.888;PUC7892
825.380.402;PUC6184
958.999.763;PUC2331
309.122.521;PUC2600
334.349.709;PUC9882
673.192.902;PUC2118
499.002.118;PUC8856
402.358.409;PUC6631
636.510.666;PUC3874
111.156.240;PUC7098
894.314.282;PUC7226
548.895.105;PUC5747
239.460.068;PUC9223
636.753.462;PUC8699
232.579.324;PUC2016
870.902.285;PUC7256
993.387.360;PUC3530
166.312.890;PUC4738
277.433.065;PUC5087
153.540.218;PUC4689
837.834.844;PUC9390
150.814.813;PUC1111
349.963.401;PUC9308
658.006.601;PUC5554
575.001.872;PUC1317
605.550.795;PUC2355
883.776.100;PUC7143
589.715.398;PUC6029
065.533.266;PUC5660
075.047.562;PUC5964
745.144.541;PUC1888
248.154.406;PUC9619
530.295.611;PUC7058
227.730.203;PUC5913
496.734.322;PUC3516
685.327.594;PUC4241
954.658.949;PUC5163
239.460.068;PUC3040
337.368.566;PUC4279
019.628.032;PUC1883
917.324.595;PUC1071
840.502.066;PUC8404
337.368.566;PUC5270
226.759.113;PUC4602
554.410.044;PUC5842
554.410.044;PUC6092
626.139.588;PUC8861
172.405.018;PUC3929
263.650.499;PUC3888
555.476.087;PUC3371
784.769.995;PUC3461
150.926.586;PUC4856
094.790.330;PUC2859
453.062.685;PUC2983
258.187.188;PUC3021
696.311.120;PUC2296
161.182.894;PUC4231
577.428.182;PUC1721
356.798.695;PUC9789
335.847.030;PUC7140
134.381.581;PUC5260
705.624.761;PUC2275
993.017.586;PUC1746
805.133.568;PUC7365
707.996.014;PUC6600
228.645.082;PUC7509
369.045.587;PUC8207
423.461.337;PUC6937
019.639.031;PUC4353
710.002.579;PUC7479
645.878.339;PUC7445
996.532.658;PUC8962
239.460.068;PUC9966
835.096.503;PUC4203
608.896.975;PUC6963
897.494.129;PUC9310
946.710.672;PUC1926
373.387.775;PUC7565
599.308.487;PUC9904
325.547.180;PUC2883
046.954.488;PUC8420
011.358.898;PUC6994
695.313.816;PUC5277
179.975.537;PUC7206
468.083.190;PUC3262
483.401.452;PUC2328
812.054.635;PUC6674
846.359.192;PUC2406
290.755.549;PUC7324
035.622.618;PUC4556
896.780.601;PUC3363
367.585.901;PUC9686
327.368.677;PUC6997
570.813.213;PUC2884
354.361.235;PUC3391
377.498.059;PUC8705
083.782.983;PUC2219
337.450.805;PUC9229
960.962.914;PUC9697
480.438.179;PUC1615
126.534.321;PUC3103
227.730.203;PUC3737
381.716.050;PUC7665
108.662.753;PUC4724
348.994.119;PUC9403
219.607.015;PUC9337
226.681.551;PUC1039
119.615.479;PUC1980
598.411.297;PUC2797
846.940.898;PUC5204
224.903.192;PUC1176
562.211.435;PUC6180
346.359.724;PUC5753
140.688.295;PUC3589
236.280.063;PUC5179
398.271.631;PUC9857
931.405.369;PUC8978
176.885.448;PUC8418
948.739.727;PUC6198
770.606.090;PUC5314
008.409.183;PUC4615
165.237.093;PUC7031
134.058.044;PUC9591
580.696.165;PUC3992
175.809.274;PUC1415
153.540.218;PUC2716
213.404.658;PUC4789
421.137.612;PUC2001
021.289.040;PUC8046
468.083.190;PUC1231
559.358.638;PUC8186
919.939.882;PUC4110
653.771.142;PUC3509
538.997.310;PUC3689
637.074.242;PUC8187
192.638.425;PUC9502
431.733.378;PUC6736
820.367.893;PUC9212
970.439.718;PUC8881
608.896.975;PUC3397
354.347.270;PUC5835
819.090.561;PUC6571
131.189.074;PUC4935
826.644.362;PUC4248
382.964.703;PUC7252
174.721.056;PUC1790
736.437.748;PUC8665
335.847.030;PUC2343
000.024.370;PUC6123
721.411.854;PUC6452
546.773.677;PUC4254
398.271.631;PUC2154
530.295.611;PUC3169
802.198.004;PUC3266
398.793.375;PUC9833
284.163.907;PUC9663
316.666.854;PUC2640
027.695.722;PUC1105
875.563.786;PUC4498
497.840.832;PUC1464
682.211.003;PUC6683
878.264.837;PUC1854
080.188.791;PUC1570
724.952.616;PUC5246
464.387.846;PUC4133
937.830.938;PUC2608
209.731.793;PUC8772
371.498.081;PUC8372
333.988.795;PUC8174
721.973.162;PUC7087
636.904.412;PUC8857
878.264.837;PUC6445
712.946.305;PUC4702
006.547.839;PUC4671
329.286.699;PUC2085
159.963.529;PUC2765
546.474.115;PUC5246
889.205.053;PUC6990
852.844.863;PUC6932
364.464.117;PUC8211
273.854.118;PUC5382
002.470.347;PUC7674
779.257.201;PUC5837
294.535.804;PUC8042
897.555.578;PUC4796
970.359.775;PUC3394
685.327.594;PUC1071
603.155.335;PUC6126
496.160.154;PUC4104
852.340.006;PUC6600
645.323.935;PUC6879
633.790.149;PUC1638
768.101.794;PUC5029
222.106.838;PUC1280
988.045.235;PUC3761
841.676.610;PUC8899
946.637.623;PUC9821
765.939.756;PUC1168
200.823.234;PUC4371
130.543.814;PUC6906
645.709.454;PUC3880
758.261.155;PUC1590
175.981.811;PUC2613
393.635.434;PUC1557
473.204.223;PUC2792
829.175.056;PUC7866
975.899.560;PUC7088
811.249.278;PUC5725
635.489.488;PUC5381
143.105.684;PUC9157
719.254.096;PUC9929
094.790.330;PUC1310
973.051.096;PUC1547
987.975.477;PUC1718
083.848.608;PUC9738
141.091.921;PUC7003
448.498.683;PUC5433
995.740.990;PUC2263
137.136.757;PUC5066
142.371.922;PUC2176
316.180.502;PUC9285
798.245.275;PUC5329
577.127.603;PUC1130
773.726.169;PUC6578
124.300.247;PUC3447
252.341.447;PUC2096
303.113.632;PUC6365
657.456.731;PUC3390
190.298.908;PUC5190
937.830.938;PUC4950
269.425.224;PUC6172
530.295.611;PUC6710
889.961.691;PUC1443
445.916.337;PUC6257
629.154.373;PUC3482
061.109.353;PUC6875
270.363.759;PUC1122
340.546.251;PUC5323
077.390.844;PUC1332
506.340.840;PUC4672
889.644.689;PUC2327
287.693.288;PUC5657
172.405.018;PUC6060
578.433.236;PUC7630
983.085.336;PUC4103
829.390.328;PUC5294
135.624.310;PUC9568
866.153.889;PUC8575
410.994.857;PUC1284
812.054.635;PUC4710
246.635.037;PUC9862
354.116.688;PUC7055
512.432.709;PUC1320
880.395.676;PUC2108
526.185.855;PUC7860
758.605.736;PUC5734
817.581.543;PUC3691
331.382.745;PUC8313
418.676.770;PUC7306
009.020.531;PUC5680
026.350.099;PUC5773
328.451.806;PUC5721
825.687.795;PUC6720
431.733.378;PUC2991
939.536.004;PUC5127
025.228.321;PUC2550
512.611.060;PUC3452
837.748.040;PUC3813
454.414.607;PUC6018
166.437.799;PUC2084
325.877.065;PUC2733
670.989.228;PUC1708
427.605.500;PUC3966
641.576.574;PUC2359
838.466.377;PUC3061
165.791.189;PUC9658
830.218.753;PUC8099
582.638.120;PUC5596
050.726.396;PUC6357
705.624.761;PUC6974
254.804.788;PUC9903
067.056.035;PUC1220
235.517.905;PUC6123
153.540.218;PUC4216
034.425.947;PUC5192
247.457.332;PUC8765
883.202.635;PUC8081
570.549.937;PUC2522
294.433.065;PUC8632
159.343.599;PUC6374
944.090.579;PUC6486
224.055.929;PUC7821
837.748.040;PUC8046
049.841.919;PUC5477
103.977.842;PUC8879
558.206.492;PUC3996
213.404.658;PUC7501
878.264.837;PUC3340
081.482.846;PUC2277
577.127.603;PUC1048
094.733.366;PUC2640
284.163.907;PUC2747
596.243.734;PUC6935
835.096.503;PUC3121
436.414.230;PUC2097
244.694.450;PUC8238
804.897.346;PUC8356
549.953.974;PUC6904
226.759.113;PUC3257
233.045.477;PUC1098
494.926.449;PUC9688
453.062.685;PUC7868
766.225.119;PUC6781
620.322.580;PUC9770
827.837.856;PUC4064
159.555.123;PUC8541
852.340.006;PUC8882
831.558.668;PUC9143
501.303.405;PUC2782
438.658.644;PUC5221
836.557.598;PUC3231
431.337.964;PUC5984
907.270.569;PUC7389
167.941.032;PUC9087
041.204.176;PUC5801
197.940.259;PUC9763
239.875.595;PUC8004
135.795.353;PUC5383
135.624.310;PUC6431
923.352.731;PUC5844
893.072.542;PUC8293
204.622.571;PUC5167
552.175.803;PUC2854
546.773.677;PUC2036
930.690.819;PUC3617
803.633.334;PUC8164
617.528.105;PUC9252
920.941.969;PUC6590
892.072.673;PUC5387
954.658.949;PUC8996
012.182.609;PUC3677
176.068.585;PUC6444
803.633.334;PUC7827
235.517.905;PUC3724
546.975.937;PUC9582
008.432.969;PUC7350
396.135.025;PUC2205
641.394.941;PUC9155
092.993.119;PUC2487
758.605.736;PUC4673
737.163.366;PUC4552
776.285.273;PUC5466
957.898.162;PUC3594
827.737.779;PUC2895
153.550.883;PUC2322
026.350.099;PUC7403
354.347.270;PUC5584
946.710.672;PUC3828
609.768.919;PUC1108
503.579.465;PUC9063
803.103.682;PUC5352
615.451.057;PUC5668
631.961.951;PUC1989
371.498.081;PUC4769
644.159.331;PUC1867
855.533.516;PUC8354
167.941.032;PUC5143
636.904.412;PUC8484
283.957.576;PUC9076
217.084.347;PUC5065
033.313.099;PUC8033
172.343.196;PUC6675
520.053.650;PUC3764
446.227.900;PUC1957
248.154.406;PUC8124
503.579.465;PUC6457
299.345.630;PUC2219
907.250.945;PUC1386
150.179.931;PUC3751
076.563.283;PUC4925
560.258.425;PUC9997
887.422.948;PUC6287
047.750.088;PUC8070
010.801.388;PUC4010
174.572.838;PUC8763
098.988.518;PUC8822
261.154.844;PUC5433
838.466.377;PUC9533
972.130.257;PUC4657
379.508.196;PUC7509
953.325.413;PUC3671
049.502.999;PUC7617
289.295.277;PUC8489
525.290.408;PUC9215
700.703.260;PUC6272
558.342.235;PUC8966
099.016.310;PUC5688
276.360.421;PUC1643
779.291.745;PUC8512
985.637.570;PUC2721
893.389.607;PUC7258
992.985.543;PUC6377
394.984.578;PUC5940
368.776.217;PUC2094
089.114.328;PUC1884
111.913.182;PUC3307
697.826.155;PUC1340
134.381.581;PUC9542
786.581.482;PUC1819
451.697.517;PUC9177
634.242.029;PUC4448
398.793.375;PUC8199
596.655.254;PUC2777
779.602.662;PUC5484
887.422.948;PUC7473
804.897.346;PUC5075
860.953.617;PUC6834
875.987.819;PUC6189
825.671.606;PUC7187
469.046.880;PUC6553
075.766.237;PUC2369
746.262.579;PUC8368
228.645.082;PUC6778
596.655.254;PUC9935
875.953.171;PUC7247
392.535.143;PUC5161
263.650.499;PUC5760
712.967.231;PUC2451
167.941.032;PUC3902
043.494.686;PUC8270
563.470.266;PUC8906
119.603.056;PUC3889
880.395.676;PUC6309
268.515.225;PUC4920
092.993.119;PUC5058
337.368.566;PUC9168
462.272.028;PUC1641
076.990.010;PUC5278
219.744.045;PUC8601
085.524.672;PUC2918
457.466.742;PUC9546
213.404.658;PUC1363
963.801.794;PUC7488
777.113.782;PUC5719
011.358.898;PUC1346
712.284.550;PUC5294
544.316.229;PUC4839
873.827.158;PUC9248
448.612.272;PUC7562
006.547.839;PUC1700
642.263.461;PUC1626
227.730.203;PUC1824
326.923.290;PUC9545
321.572.123;PUC9104
323.028.131;PUC4772
331.560.544;PUC4981
960.165.621;PUC2969
375.964.273;PUC9661
099.016.310;PUC3117
203.384.177;PUC5473
333.647.047;PUC6549
462.473.918;PUC8957
294.714.587;PUC9382
334.349.709;PUC5110
619.064.405;PUC2906
022.379.177;PUC1042
733.985.711;PUC5456
266.307.286;PUC9482
795.250.526;PUC6016
796.756.648;PUC4542
416.985.169;PUC7228
943.672.812;PUC3838
642.429.433;PUC7365
087.099.242;PUC8889
817.269.546;PUC8700
226.681.551;PUC7740
107.290.320;PUC9423
037.751.820;PUC1097
677.297.302;PUC7234
204.896.134;PUC4752
925.381.611;PUC2129
150.790.357;PUC1889
671.539.858;PUC1284
448.612.272;PUC4994
774.132.804;PUC1106
035.260.498;PUC2366
547.231.687;PUC4671
605.533.346;PUC5747
737.163.366;PUC2434
846.940.898;PUC2419
174.721.056;PUC2087
089.152.189;PUC3755
279.391.237;PUC8984
